Output (S),Ia,Ib,Ic,Va,Vb,Vc,Unnamed: 7,Unnamed: 8,prediction
0,-26.4663527,91.46277668,-63.08007914,-0.613309125,0.257594706,0.355714419,,,0
1,769.630398,-696.4044301,-71.19820544,0.010475824,-0.210957205,0.200481381,,,1
1,381.1199027,-20.16003907,45.72676018,0.315188743,-0.603153823,0.28796508,,,1
0,-40.56843624,-0.671869029,43.059373,0.412637398,-0.571654573,0.159017175,,,0
0,55.99887839,-11.28905185,-48.41340068,-0.079503976,0.559496103,-0.479992127,,,0
0,-48.19720514,-11.48569944,62.3580552,0.36039057,-0.598143559,0.237752989,,,0
0,41.16512774,21.33597487,-59.77138349,-0.291076364,0.608747861,-0.317671497,,,0
0,-67.91197908,24.85328276,45.74337643,0.035090476,-0.540684296,0.50559382,,,0
1,255.4545965,-877.8561184,-50.1107519,-0.029106742,0.141603367,-0.112496626,,,1
0,56.53962823,-3.376540526,-53.16308771,-0.152978389,0.584258314,-0.431279925,,,0
0,32.54926559,55.48007404,-91.30166012,-0.379533291,0.621553652,-0.242020361,,,0
1,836.6846237,64.33953832,-13.41311233,-0.170592083,-0.02776615,0.198358233,,,1
1,-71.2978424,799.9364561,54.91758441,0.035777176,-0.210134798,0.174357621,,,1
0,35.55875529,-30.8309467,-7.673838877,0.507875365,0.027033248,-0.534908613,,,0
0,-22.97661554,-27.22564955,52.57879241,0.527879619,-0.501279121,-0.026600497,,,0
1,-75.10533606,-739.8832963,817.1526176,-0.03677687,0.004637148,0.032139722,,,1
1,864.0559319,-337.1984781,2.851156944,0.024836995,-0.319116712,0.294279717,,,1
0,13.20299123,44.59029354,-61.35327033,-0.53783733,0.512008403,0.025828927,,,0
0,5.914587822,-57.64927842,51.7346906,0.60143455,-0.364425791,-0.237008759,,,0
1,-23.33030481,-547.9959596,573.7892068,-0.456726586,-0.02816345,0.484890036,,,1
1,-722.2167978,804.3356817,20.3123624,0.004684636,0.112457015,-0.117141651,,,1
1,354.0820008,64.69341584,-44.94649661,-0.369823245,0.435665224,-0.06584198,,,1
1,429.1109357,442.4831584,55.52154773,0.042327792,-0.34941822,0.307090428,,,1
0,22.67552537,-32.4315013,6.805412152,0.568726813,-0.123882863,-0.44484395,,,0
0,25.06176449,-53.48948259,31.18714762,0.570022761,-0.120444214,-0.449578548,,,0
0,-58.70058493,1.645093116,59.43885908,0.221366607,-0.598673113,0.377306506,,,0
1,-874.4907994,543.2532823,333.2611069,-0.014330686,0.04170787,-0.027377183,,,1
1,820.7706433,-684.5291743,-6.222031155,0.005924679,-0.198283302,0.192358623,,,1
0,-18.63187085,78.43917539,-57.56945202,-0.613596642,0.318223568,0.295373073,,,0
0,11.62541373,52.93447599,-61.8396165,-0.532917398,0.525077361,0.007840037,,,0
0,20.17442578,-40.18180212,21.96348971,0.594235675,-0.243091175,-0.3511445,,,0
0,57.50795329,-15.03371465,-40.2115163,0.140556424,0.443802857,-0.584359281,,,0
0,-35.90005007,63.42422101,-31.1881586,-0.576690182,0.123633216,0.453056966,,,0
0,28.59889068,-32.22121617,0.673745982,0.546423041,-0.058403641,-0.4880194,,,0
1,-24.5996325,-752.8267649,777.4241405,-0.038079857,0.002963602,0.035116256,,,1
0,-67.00353109,57.54011598,12.15817704,-0.319911444,-0.288106425,0.608017868,,,0
0,30.49315524,-27.78802392,7.679090247,0.590567248,-0.192215701,-0.398351547,,,0
0,-3.926955607,56.78919334,-52.86223773,-0.598821104,0.379455997,0.219365107,,,0
0,-27.75499506,-41.97111205,67.39478984,0.536375508,-0.448677446,-0.087698062,,,0
0,-71.14375628,55.56138403,12.11123465,-0.012298142,-0.504324527,0.516622669,,,0
1,-107.6115914,-705.9171324,813.5264604,-0.03966141,0.006927206,0.032734204,,,1
0,53.83764284,12.92270757,-69.8024777,-0.015239988,0.544822184,-0.529582196,,,0
1,1.357127159,625.0337365,-623.7967786,0.413808054,0.023051205,-0.436859259,,,1
1,868.2977225,-379.2287504,18.8235501,0.023347364,-0.31578688,0.292439516,,,1
0,54.99974831,-8.374184795,-49.55944457,0.199546047,0.403844271,-0.603390318,,,0
0,-9.250650901,-43.90756472,55.92786308,0.581959222,-0.419022921,-0.162936301,,,0
1,-99.34701243,810.8292961,-709.4422924,0.035032635,0.003092751,-0.038125387,,,1
1,864.6547128,-557.7705134,5.550059091,0.014473469,-0.259185418,0.244711949,,,1
0,39.04141573,19.22962469,-61.96363345,-0.35154536,0.603300223,-0.251754863,,,0
1,7.571153308,46.92301016,-50.12496809,-0.377018869,0.570358184,-0.193339315,,,1
1,-0.422708247,-704.5778785,707.4098762,-0.348757983,-0.014711906,0.363469889,,,1
0,-34.03023093,-5.809804924,36.87269445,0.473447576,-0.53796567,0.064518093,,,0
0,-58.68628527,92.76921221,-37.32301598,-0.479016309,-0.083291015,0.562307324,,,0
1,47.203583,-688.4579262,643.7253033,0.076261503,0.022367551,-0.098629054,,,1
0,8.506875285,-47.44297951,49.6047711,0.378395595,-0.570358053,0.191962458,,,1
1,678.1161243,127.187543,45.73037435,0.038851062,-0.376528997,0.337677935,,,1
1,43.28610269,108.5156001,-149.0886416,0.492608684,0.041435358,-0.534044041,,,1
1,-782.3013735,746.6006591,35.69845068,1.15e-05,0.036705307,-0.036716767,,,1
0,-71.0509685,74.64906108,-6.82854316,-0.243298792,-0.350698002,0.593996794,,,0
0,-42.03585398,4.774973038,33.92826024,0.422717711,-0.56138211,0.138664399,,,0
1,803.2435345,28.73838451,21.74406148,0.098622005,-0.421106589,0.322484584,,,1
1,688.8821281,136.5033562,-823.2524698,0.038887212,-0.034038367,-0.004848845,,,1
1,11.79876866,534.4971325,-543.5922135,0.456370151,0.028815543,-0.485185694,,,1
0,3.280534468,82.22987836,-88.77237198,-0.570802042,0.505262143,0.065539898,,,0
1,72.47031089,-799.0832189,726.6106501,-0.03580915,-0.001690732,0.037499883,,,1
1,368.2950748,501.6955832,56.60622119,0.042304709,-0.337333113,0.295028404,,,1
0,-62.36784975,10.42098598,54.73821622,0.174904891,-0.587934088,0.413029197,,,1
1,-636.658371,848.6791457,-212.0230384,0.011826527,0.029331988,-0.041158515,,,1
1,669.085316,-842.8713173,173.7999112,-0.009486737,-0.030992586,0.040479323,,,1
0,-18.18313355,92.08641627,-77.03559807,-0.618091894,0.352760518,0.265331376,,,0
0,-65.93607601,41.48585924,20.80519116,-0.239606165,-0.363182707,0.602788872,,,0
1,-606.608993,-1.793637058,-37.28928158,-0.232635952,0.5557737,-0.323137748,,,1
0,-42.92468715,-17.55073954,63.25624773,0.410989721,-0.586144951,0.17515523,,,0
1,-431.2282676,-458.9931341,-54.56225733,-0.038589109,0.353342304,-0.314753196,,,1
0,55.53730232,-24.69603495,-28.48700937,0.256284609,0.349535224,-0.605819833,,,0
1,-738.0776356,-16.20728073,754.5744776,-0.04077068,0.037400579,0.003370102,,,1
0,51.31211061,22.20569427,-76.80083516,-0.082731415,0.576158055,-0.493426639,,,0
1,565.6500931,-870.9172088,305.2648541,-0.016271382,-0.025708954,0.041980337,,,1
0,57.18180043,-45.82118673,-15.07833937,0.288610023,0.31592764,-0.604537663,,,0
1,-358.9876456,-537.0894278,896.1785115,-0.042189275,0.018488488,0.023700787,,,1
0,10.45349452,-51.63294217,43.9433455,0.599063914,-0.264070343,-0.334993571,,,0
1,-858.3908955,247.7056197,610.683058,-0.028006987,0.041570411,-0.013563424,,,1
0,25.16342838,34.4973982,-63.34740261,-0.469571147,0.567075386,-0.09750424,,,0
1,881.1285165,-498.1255916,-383.0051881,0.016758399,-0.042025295,0.025266897,,,1
0,-2.607559521,54.40759245,-55.44007355,-0.590956359,0.415344746,0.175611613,,,0
0,53.9834387,10.32397162,-67.72361263,0.049684936,0.510950914,-0.56063585,,,0
0,57.397107,1.118454227,-56.65082639,0.071988126,0.494097012,-0.566085139,,,0
1,877.7916432,52.8145399,1.321532465,-0.062303967,-0.204515433,0.2668194,,,1
1,793.5706288,-97.05152261,35.50445828,0.033512302,-0.36520005,0.331687749,,,1
1,-53.88219112,-147.9722196,204.1879102,-0.504678055,-0.040768555,0.54544661,,,1
0,-48.56539196,61.28415724,-16.46848342,-0.511523137,-0.027766145,0.539289282,,,0
0,54.26100822,16.13424597,-72.68926074,0.001651135,0.538261998,-0.539913133,,,0
1,-70.02591089,385.2519414,-312.7600955,-0.34405444,-0.038476307,0.382530747,,,1
1,-874.2767905,326.4140536,547.8605258,-0.024890367,0.042170284,-0.017279917,,,1
1,613.8257692,244.9654701,-856.6598639,0.040685322,-0.030601985,-0.010083338,,,1
0,-21.73670991,-16.47171911,40.09497458,0.529815964,-0.490865368,-0.038950596,,,0
0,31.03522734,34.65285987,-62.9620473,-0.400757627,0.598480217,-0.19772259,,,0
1,-321.6594247,-550.7699065,874.4364585,-0.042123145,0.017089165,0.02503398,,,1
1,-481.7597782,-399.2662509,883.1144205,-0.042182766,0.024595949,0.017586817,,,1
1,-434.2294271,889.7881114,42.03993537,0.022722615,-0.057102076,0.034379461,,,1
0,1.999380107,-29.70975878,29.59257791,0.592330971,-0.333087163,-0.259243808,,,0
1,-797.4132617,71.35091091,728.1577784,-0.033866458,0.039002792,-0.005136334,,,1
0,56.89513818,-46.50448919,-14.1087275,0.296932313,0.307767441,-0.604699754,,,0
1,-841.1202687,637.7124763,1.695232008,-0.009204515,0.222796086,-0.213591571,,,1
0,2.179267908,-40.55465674,40.57169435,0.595869635,-0.340091861,-0.255777774,,,0
0,29.10486451,60.52590091,-93.02999705,-0.409681371,0.616434962,-0.206753591,,,0
0,-1.030196605,71.21390848,-67.85413771,-0.587868995,0.451717815,0.13615118,,,0
0,14.44174506,51.04870893,-62.42267355,-0.518509803,0.539120105,-0.020610303,,,0
0,-68.06949242,48.97148749,20.99746816,-0.018341436,-0.505041875,0.523383312,,,0
0,52.47709922,18.33556844,-74.09696021,-0.044801584,0.559914602,-0.515113018,,,0
0,-57.34574769,-2.602214366,56.18390747,0.206290987,-0.596759945,0.390468958,,,0
1,-328.5515025,-556.7943108,-56.66244541,-0.038740746,0.332560381,-0.293819635,,,1
0,36.99241275,-30.35314993,-9.584726917,0.497868095,0.046055742,-0.543923838,,,0
0,56.22057879,-24.43680447,-29.04136483,0.152113044,0.431067529,-0.583180573,,,0
1,49.43765928,-657.9090074,611.0514547,0.115007,0.025121087,-0.140128087,,,1
1,527.589501,-887.1386593,359.5690269,-0.018256983,-0.023966968,0.042223951,,,1
0,-34.94479698,94.79781767,-62.86200129,-0.603501812,0.19759038,0.405911432,,,0
0,1.940980198,69.4659955,-69.07673019,-0.578942882,0.470741684,0.108201199,,,0
0,18.63052551,-61.83518203,43.20465651,0.603834038,-0.25870244,-0.345131598,,,0
1,-745.3571885,-19.33640346,-27.86046431,-0.149741967,0.478291332,-0.328549365,,,1
0,47.36659539,30.2959584,-80.58461659,-0.192789955,0.609298473,-0.416508518,,,0
0,57.10929844,-31.49188784,-20.5933321,0.232270869,0.366477611,-0.598748479,,,0
0,1.321237744,-57.22845155,52.30294258,0.599049784,-0.371984356,-0.227065428,,,0
1,868.2093223,44.79067727,9.113262725,-0.002460371,-0.291221172,0.293681543,,,1
0,-39.4523637,-27.55821083,63.25293043,0.41531631,-0.589356005,0.174039695,,,0
0,-70.9386542,58.43623749,9.627981298,-0.104556657,-0.45454065,0.559097307,,,0
1,709.1801349,-810.978859,103.8679373,-0.006683833,-0.032862178,0.039546011,,,1
0,31.47705804,31.95305145,-63.43010949,-0.449775034,0.576490249,-0.126715214,,,0
1,-782.2738688,746.5598966,35.71183835,1.42e-05,0.036703146,-0.036717338,,,1
1,49.16173873,-44.59538989,49.9189727,0.374292023,-0.57935889,0.205066867,,,1
0,-60.55900685,29.87474059,27.21753887,0.228178167,-0.580617356,0.352439189,,,0
0,-64.22078318,26.09006708,40.43115104,0.10795175,-0.563623574,0.455671824,,,0
0,-31.58528048,-6.985671609,35.48821041,0.489468276,-0.525329832,0.035861556,,,0
0,34.20101139,-28.57605657,-8.806723543,0.51169344,0.018978787,-0.530672227,,,0
0,14.75985449,-41.00160646,28.19979288,0.599201309,-0.319703379,-0.27949793,,,0
1,-17.00849142,-593.4006232,612.689261,-0.43365774,-0.024668756,0.458326497,,,1
1,-608.7362399,-64.94907999,11.5745935,0.167517877,0.03727017,-0.204788047,,,1
1,714.5423986,-810.3246645,-21.16014657,-0.00535167,-0.106790102,0.112141772,,,1
0,31.34409585,56.0469392,-90.53934532,-0.394004078,0.618126256,-0.224122178,,,0
0,2.350656553,51.66867999,-57.69742876,-0.578175098,0.448677529,0.129497569,,,0
0,8.751618885,55.07432759,-61.10645833,-0.546373792,0.509999215,0.036374578,,,0
1,-855.3740247,-40.35150287,-12.93684548,-0.027571215,0.332012185,-0.30444097,,,1
1,-863.7180076,-43.04652083,-10.65077412,-0.009557432,0.307767461,-0.298210029,,,1
1,-233.5550239,-637.3453769,873.066883,-0.039751807,0.012233115,0.027518692,,,1
1,-700.0064412,816.6076846,-116.6033407,0.007296416,0.032509842,-0.039806258,,,1
1,-69.5967626,448.2071125,-376.2319822,-0.307325273,-0.036572853,0.343898126,,,1
0,35.42319493,49.45990875,-83.02730778,-0.376678656,0.616965703,-0.240287047,,,0
1,99.38753558,-823.0229414,725.7966891,-0.03467765,-0.003263435,0.037941085,,,1
1,492.1921492,-888.0551438,-38.80006425,-0.019858056,0.027735588,-0.007877532,,,1
1,403.9589992,16.7213023,8.001666063,0.290580725,-0.566971396,0.276390671,,,1
1,343.3114856,524.5342561,56.94267422,0.042222375,-0.331912116,0.289689741,,,1
1,627.6879564,-852.15724,226.462188,-0.012510894,-0.028774099,0.041284993,,,1
1,561.9355744,310.8859148,-870.6911377,0.041485955,-0.028206184,-0.013279772,,,1
0,54.88231494,7.968615085,-65.77945882,0.023289642,0.524186886,-0.547476529,,,0
0,-41.66401891,-8.876319132,52.83282808,0.408611029,-0.580015373,0.171404345,,,0
0,54.07380702,-6.291383875,-45.04531829,-0.036384887,0.542685994,-0.506301107,,,0
1,249.4507897,-279.1308233,31.81909469,0.039095989,-0.537089256,0.497993267,,,1
0,32.98778756,-28.78369962,4.512624458,0.585344929,-0.165381329,-0.4199636,,,0
0,14.14981023,-41.02728522,28.83604013,0.599089197,-0.327873538,-0.271215659,,,0
1,-296.3283719,-572.9337309,869.2598499,-0.041964684,0.015877876,0.026086807,,,1
0,12.93030691,-34.18643952,23.06543694,0.593169175,-0.243353646,-0.349815528,,,0
0,44.98678849,35.46893637,-83.49113535,-0.229231617,0.617182451,-0.387950834,,,0
1,452.4957088,-883.7295433,431.2315711,-0.022190508,-0.020131615,0.042322123,,,1
0,52.50030262,-13.55555649,-39.45103639,0.330689713,0.279364509,-0.610054222,,,0
1,-655.4808303,845.7434274,26.9326564,0.009920272,0.066533401,-0.076453672,,,1
0,-63.3341028,81.22788174,-15.98681399,-0.380738576,-0.214992457,0.595731033,,,0
0,-66.77858633,84.92392013,-21.38044457,-0.36786722,-0.228547765,0.596414984,,,0
1,841.1767727,-637.8021269,-1.695634174,0.009196792,-0.222786681,0.213589888,,,1
0,24.75709413,51.12487125,-73.6344139,-0.463840605,0.582657794,-0.118817189,,,0
0,8.49680411,-25.40713353,13.46541999,0.590018493,-0.245870782,-0.344147711,,,0
0,41.63289316,-56.43987228,25.66495686,0.561965859,-0.082745681,-0.479220178,,,0
0,-60.70603384,27.89801233,29.71400124,0.212214523,-0.580550299,0.368335776,,,0
1,-304.7211911,26.45857943,-47.40939642,-0.334209623,0.605916163,-0.27170654,,,1
1,-440.0364572,-67.45528268,42.28978825,0.356776036,-0.38682427,0.030048234,,,1
1,704.575745,-822.0086474,119.5834121,-0.007013719,-0.032729375,0.039743095,,,1
0,12.35987634,-52.08140073,42.48485837,0.597496525,-0.246858302,-0.350638223,,,0
1,-698.4017812,-12.84187274,-31.63593302,-0.182225911,0.511175494,-0.328949583,,,1
1,-44.02574068,787.1099731,-741.0434569,0.036456307,0.000434193,-0.036890499,,,1
1,-24.50026749,762.1437501,-734.9983107,0.266373691,0.007032641,-0.273406332,,,1
0,-39.70816155,91.49536316,-49.94579599,-0.580155895,0.120548372,0.459607523,,,0
0,57.81928897,-51.55022697,-6.269062003,0.361814857,0.239862218,-0.601677074,,,0
1,823.3381213,-178.6800434,31.06227437,0.030843961,-0.354884366,0.324040405,,,1
1,-50.90947318,-195.9171372,249.066563,-0.507487275,-0.039970538,0.547457813,,,1
0,-63.99969632,90.11544789,-29.47990605,-0.420218169,-0.16561134,0.585829509,,,0
1,857.7890927,-312.8574221,23.05782066,0.025924117,-0.330829991,0.304905874,,,1
1,845.4651762,-645.3675259,-200.0999132,0.007871293,-0.039941794,0.032070501,,,1
1,194.9316695,57.34114269,-48.60243657,-0.381701882,0.512008443,-0.130306561,,,1
1,805.4569873,-122.1678117,20.53097571,0.032583034,-0.35842916,0.325846126,,,1
0,-52.2307385,-42.58135576,64.22322134,0.472517969,-0.501578273,0.029060304,,,0
0,38.09328044,36.35304143,-72.10688669,-0.342733976,0.614301642,-0.271567667,,,0
0,48.38036753,-21.14758404,-30.2878018,0.371478077,0.232418483,-0.60389656,,,0
1,865.6857416,-364.5510659,19.68550469,0.023770065,-0.318887191,0.295117126,,,1
1,-515.747572,2.092235454,-41.45142782,-0.25505448,0.572996613,-0.317942132,,,1
0,14.75391271,-60.80166454,46.04775183,0.605799783,-0.292583346,-0.313216437,,,0
0,-18.46817957,-45.97380627,60.83078033,0.544022339,-0.501578278,-0.042444061,,,0
1,-487.6214671,881.6079392,-393.9884689,0.020417013,0.021947602,-0.042364615,,,1
1,343.1442916,-23.33637464,46.61856807,0.325056209,-0.605206818,0.280150609,,,1
0,-71.38714451,57.0241488,11.01303553,-0.04029334,-0.49037568,0.53066902,,,0
1,-686.3800316,-86.1266722,-37.69498036,-0.010490532,0.356343312,-0.34585278,,,1
1,53.09865845,-629.9405108,579.5470196,0.191315302,0.027920534,-0.219235835,,,1
1,547.0813679,-880.7888585,-35.32098228,-0.016861424,-0.001812558,0.018673982,,,1
0,32.31780941,53.16281742,-83.62554419,-0.406286901,0.611053276,-0.204766375,,,0
1,-452.6758285,-418.0754668,-54.99144386,-0.042273332,0.353663316,-0.311389984,,,1
0,26.32299042,-29.88613336,0.378314938,0.552503126,-0.075778823,-0.476724304,,,0
1,48.48545854,-670.562167,624.6513128,0.099529365,0.024037226,-0.123566592,,,1
0,-62.85448199,11.41817617,54.22806115,0.165796637,-0.585772797,0.41997616,,,0
0,-37.17053622,-4.186042026,43.17494684,0.4390229,-0.561087708,0.122064808,,,0
0,44.93589253,35.94233846,-79.01993651,-0.262500701,0.618905064,-0.356404364,,,0
1,-34.43350747,783.1379217,-746.1797739,0.189103967,-0.000244864,-0.188859103,,,1
1,-221.9247418,852.2675681,-628.2247232,0.031342495,0.009006811,-0.040349306,,,1
1,-250.6347778,-60.58152657,47.31701476,0.379272429,-0.48500845,0.105736021,,,1
0,-63.38628109,70.95747513,-5.258790449,-0.377453986,-0.221734195,0.599188181,,,1
0,19.43931714,66.0609643,-83.64787109,-0.502542362,0.5682551,-0.065712738,,,0
1,316.1044665,-0.621972545,12.14158566,0.322507257,-0.583849099,0.261341842,,,1
1,873.1590699,57.01599557,-3.381494862,-0.097566866,-0.149932347,0.247499213,,,1
1,595.1794472,70.51439733,-35.47987571,-0.317939619,0.275772737,0.042166882,,,1
0,42.82099234,19.64971872,-59.06984028,-0.274342658,0.607952086,-0.333609428,,,0
0,-81.37363096,42.27113578,41.04591936,0.143969458,-0.514947864,0.370978406,,,0
0,42.7538741,-21.52762013,-24.65742198,0.432051788,0.152723241,-0.584775029,,,0
0,44.89038414,16.36205912,-61.25244327,-0.326668883,0.605295128,-0.278626244,,,0
1,-385.9451237,887.270544,44.44611653,0.024921937,-0.08035895,0.055437013,,,1
1,-276.9369379,-61.70189751,46.79299476,0.377467931,-0.473361282,0.095893351,,,1
0,-44.85424256,100.0653649,-58.65878683,-0.577282155,0.107910438,0.469371717,,,0
0,62.27630049,-41.4910785,-20.78522199,0.238479265,0.363219574,-0.601698839,,,0
1,-669.8155867,-164.3242274,834.1375506,-0.039393451,0.033261523,0.006131927,,,1
1,-505.8166181,3.007235995,-42.11537529,-0.259237596,0.576020379,-0.316782783,,,1
1,-686.1876893,222.5403148,-10.15333094,0.033175404,0.245938065,-0.279113469,,,1
1,-398.1665542,888.2288511,43.86065639,0.024380997,-0.074570899,0.050189902,,,1
1,806.0887071,-710.5570944,-8.921234289,0.003942562,-0.182984474,0.179041912,,,1
0,-40.14333235,-20.59118867,63.40710194,0.431466623,-0.578985089,0.147518466,,,0
0,55.33607936,1.087132484,-59.46914216,0.107664963,0.472903431,-0.580568394,,,0
0,-48.64784475,-16.3647804,61.25179289,0.325479834,-0.605280043,0.279800209,,,0
0,53.59339704,7.758746217,-59.00619551,-0.086412347,0.569055009,-0.482642662,,,0
1,17.41927272,478.2026764,-492.9129222,0.47395,0.031610516,-0.505560516,,,1
0,-21.11174814,-11.69707463,29.35474202,0.542440392,-0.463553325,-0.078887067,,,0
0,-46.93852746,6.679061627,42.07993263,0.354964415,-0.585804983,0.230840568,,,0
0,-25.6202893,-12.73027506,35.38578842,0.51960035,-0.498625116,-0.020975234,,,0
1,676.6339013,-646.2209394,-28.31993581,0.019764962,-0.378334507,0.358569546,,,1
0,-22.33444632,-40.20841869,62.54286501,0.506570054,-0.541185758,0.034615703,,,0
0,54.27818427,-34.52949419,-17.0028149,0.267476822,0.335185838,-0.60266266,,,0
0,23.78318169,-29.97558353,3.006655475,0.562065532,-0.103852471,-0.458213062,,,0
1,-242.8084761,-613.3066826,858.121129,-0.041502513,0.013365144,0.02813737,,,1
1,-531.632626,-329.3391721,-52.71234126,-0.041722293,0.365711674,-0.323989381,,,1
1,-864.5510421,274.2359007,590.3128779,-0.026995363,0.041812427,-0.014817063,,,1
1,-504.8015074,-374.3401428,881.1516728,-0.042035855,0.025667808,0.016368047,,,1
1,729.3646989,70.02129354,-26.29845296,-0.259408737,0.142204103,0.117204634,,,1
0,-60.33830979,27.24726123,34.91519303,0.178740611,-0.577707397,0.398966786,,,0
0,22.64293353,43.46802509,-63.38754206,-0.467717355,0.573505977,-0.105788622,,,0
0,-51.05213267,92.1124948,-43.95030875,-0.532516951,0.009204836,0.523312116,,,0
0,-67.03343845,33.4694508,29.92246309,-0.149530825,-0.434583368,0.584114193,,,0
1,596.99834,-862.8636778,265.8630745,-0.014410781,-0.027264327,0.041675108,,,1
0,39.13750982,-24.6327779,-11.65591338,0.489000822,0.060475398,-0.54947622,,,0
0,35.54259596,23.93114267,-62.81858453,-0.38929891,0.597027286,-0.207728377,,,0
0,-66.53623217,39.63686209,23.91830878,0.093946587,-0.551321073,0.457374485,,,0
0,-54.1152955,18.32643326,32.57698547,0.305069468,-0.585698685,0.280629216,,,0
0,-58.24629608,13.42751901,47.0299073,0.21764843,-0.590752422,0.373103993,,,0
0,42.17301412,-21.93574787,-23.66875782,0.438428364,0.143418303,-0.581846667,,,0
1,23.82340572,-791.2025709,769.9530804,-0.173463586,0.000974312,0.172489275,,,1
1,236.1952267,-855.6814934,619.4840033,-0.030928998,-0.009589749,0.040518747,,,1
1,29.62030417,331.4275232,-358.3317174,0.498285916,0.03700301,-0.535288926,,,1
0,-37.25629138,-41.39370891,67.3592447,0.516405674,-0.467361773,-0.049043902,,,0
0,24.29998656,62.87373059,-90.20067981,-0.45611113,0.598154257,-0.142043127,,,0
1,864.7750268,-543.9939628,6.459428434,0.014930311,-0.263335199,0.248404888,,,1
1,-854.3318862,235.1149476,621.2356726,-0.028496594,0.041420121,-0.012923528,,,1
0,24.30678078,-28.65137241,1.034315021,0.558492268,-0.093747332,-0.464744936,,,0
1,828.5519104,-193.7722316,30.28753829,0.030473973,-0.352922328,0.322448356,,,1
1,379.1388599,65.56422695,-44.2412834,-0.366543022,0.422222965,-0.055679943,,,1
0,-64.63601359,62.20703502,5.255489173,-0.375054883,-0.227916983,0.602971866,,,0
0,-25.3675857,80.25462425,-52.650691,-0.610714098,0.2591636,0.351550499,,,0
0,-24.64586807,80.74880173,-53.77872401,-0.611875881,0.268159745,0.343716136,,,0
0,-65.20584119,60.66553467,7.236363784,-0.359576493,-0.245518517,0.60509501,,,0
1,-819.0509464,-31.75407524,-19.60299878,-0.08108626,0.400116553,-0.319030294,,,1
1,803.5911393,-728.0649535,-75.51764587,0.002211829,-0.03779276,0.035580931,,,1
0,-62.95478819,71.52070531,-6.253291315,-0.384952335,-0.212907246,0.597859581,,,1
0,7.846607906,-41.92298021,36.35743468,0.598040974,-0.291587388,-0.306453587,,,0
1,877.186157,50.53553073,3.671261946,-0.04444535,-0.231155951,0.275601302,,,1
1,-49.26292874,-753.9518045,805.3783025,-0.037726053,0.003755331,0.033970722,,,1
0,60.64859532,-14.21703191,-46.43156341,-0.049956669,0.547892357,-0.497935688,,,0
1,744.3795308,-682.6271093,-59.70237492,0.013662939,-0.272106003,0.258443064,,,1
1,-723.9805891,800.6413865,-74.63136515,0.005326922,0.033742796,-0.039069718,,,1
0,7.121825601,75.57389516,-80.8456233,-0.564143546,0.506335012,0.057808534,,,0
0,52.27047049,18.68322551,-73.99406965,-0.072243302,0.570792645,-0.498549343,,,0
1,-296.3305315,-572.930515,869.258783,-0.041964895,0.015878042,0.026086853,,,1
1,43.28647559,-747.1636354,706.524977,0.02995373,0.016381622,-0.046335352,,,1
0,-60.14379531,-14.23346089,76.61800669,-0.486318246,-0.042125923,0.528444168,,,0
0,7.61439174,-42.28799712,37.04363476,0.597753333,-0.291264926,-0.306488407,,,0
0,-54.73777465,-44.9388127,59.51695782,0.435334718,-0.526702878,0.09136816,,,0
0,49.94137388,26.49066721,-79.8426945,-0.11155133,0.5877026,-0.47615127,,,0
0,15.45913194,-31.73420814,13.32224307,0.585609547,-0.196567876,-0.389041672,,,0
0,8.212764931,-27.83356141,16.4298411,0.591653714,-0.25595965,-0.335694064,,,0
0,32.78793266,33.12489849,-62.67873835,-0.386353759,0.601853053,-0.215499294,,,0
1,45.9054362,-125.0641421,81.9869701,0.487184093,0.03465608,-0.521840172,,,1
1,-803.9686967,84.40353225,719.5629357,-0.033469645,0.039273437,-0.005803792,,,1
1,-310.7238348,876.9352699,47.72371816,0.028033862,-0.114621234,0.086587372,,,1
0,2.047789154,79.76649137,-79.89257231,-0.582252899,0.477535371,0.104717527,,,0
0,-63.63539446,47.83231001,12.15490507,-0.315714608,-0.291221178,0.606935785,,,0
0,44.05136408,-26.65998048,-20.33373556,0.43411557,0.149688232,-0.583803802,,,0
1,-627.6785366,857.7733431,29.31017552,0.011853133,0.048998395,-0.060851528,,,1
0,-62.49363576,21.84990248,40.64373329,-0.026149866,-0.511175773,0.537325639,,,0
0,-51.37410539,-12.48450101,60.09679127,0.292792422,-0.605829115,0.313036693,,,0
0,0.072767135,-23.98677151,20.59544604,0.590220844,-0.320613326,-0.269607518,,,0
0,30.23565193,58.26414269,-91.77117181,-0.401880455,0.617339345,-0.215458889,,,0
0,-68.64665313,58.76937022,12.18569013,-0.228789134,-0.368832517,0.59762165,,,0
0,49.16335609,-36.29969142,-10.59419118,0.398183677,0.195746123,-0.593929801,,,0
0,-67.26550214,80.56655448,-16.29589688,-0.343302536,-0.255791633,0.599094169,,,0
0,-38.09221759,-50.34641104,54.6966706,0.395844427,-0.55363291,0.157788483,,,0
1,-853.0300904,625.5832414,227.44468,-0.009226914,0.040447847,-0.031220933,,,1
1,-532.2210798,877.2634081,-342.9293079,0.018054148,0.024165789,-0.042219937,,,1
1,66.92749043,730.4642357,-795.3493809,0.038866734,-0.00487722,-0.033989515,,,1
0,-17.19854202,91.72441621,-77.65849057,-0.6174585,0.360669207,0.256789293,,,0
0,-23.69163913,80.51957097,-54.50349889,-0.61258638,0.276735072,0.335851308,,,0
